NAME,county,total_housing_units,fuel_oil_kerosene_units,fuel_oil_pct,median_household_income,total_population,white_alone_population,minority_population,minority_pct
Census Tract 94.01; Kings County; New York,Kings,531,9,1.694915254237288,48304.0,1985,209,1776,89.47103274559194
Census Tract 94.02; Kings County; New York,Kings,957,104,10.867293625914314,82691.0,3089,755,2334,75.5584331498867
Census Tract 96; Kings County; New York,Kings,1908,151,7.914046121593292,80253.0,5917,1481,4436,74.97042420145344
Census Tract 98; Kings County; New York,Kings,1863,48,2.576489533011272,57341.0,6759,302,6457,95.53188341470631
Census Tract 100; Kings County; New York,Kings,1785,119,6.666666666666667,56350.0,5510,398,5112,92.77676950998185
Census Tract 101; Kings County; New York,Kings,1596,162,10.150375939849624,112857.0,4577,2218,2359,51.54031024688661
Census Tract 102; Kings County; New York,Kings,1132,73,6.448763250883392,51250.0,4561,487,4074,89.32251699188775
Census Tract 104.01; Kings County; New York,Kings,614,32,5.211726384364821,56121.0,2183,130,2053,94.04489234997709
Census Tract 104.02; Kings County; New York,Kings,631,24,3.8034865293185423,29803.0,1861,240,1621,87.10370768404084
Census Tract 106.01; Kings County; New York,Kings,587,0,0.0,46172.0,2230,48,2182,97.847533632287
Census Tract 106.02; Kings County; New York,Kings,608,11,1.8092105263157896,65615.0,2192,66,2126,96.98905109489051
Census Tract 108.01; Kings County; New York,Kings,570,22,3.8596491228070176,62813.0,1951,178,1773,90.87647360328037
Census Tract 108.02; Kings County; New York,Kings,688,9,1.308139534883721,65227.0,2585,125,2460,95.16441005802709
Census Tract 110; Kings County; New York,Kings,617,78,12.641815235008103,83083.0,2697,792,1905,70.63403781979977
Census Tract 112; Kings County; New York,Kings,2010,198,9.850746268656717,61400.0,6478,2469,4009,61.88638468663168
Census Tract 114; Kings County; New York,Kings,889,41,4.611923509561304,72043.0,4085,2002,2083,50.99143206854345
Census Tract 116; Kings County; New York,Kings,1102,48,4.3557168784029034,48469.0,3344,239,3105,92.85287081339713
Census Tract 117; Kings County; New York,Kings,1247,65,5.212510024057739,124675.0,3140,1468,1672,53.2484076433121
Census Tract 118; Kings County; New York,Kings,656,11,1.676829268292683,63125.0,1930,245,1685,87.30569948186529
Census Tract 119.01; Kings County; New York,Kings,619,15,2.4232633279483036,139750.0,1466,819,647,44.13369713506139
Census Tract 119.02; Kings County; New York,Kings,0,0,,,0,0,0,
Census Tract 120; Kings County; New York,Kings,323,17,5.263157894736842,71292.0,1291,53,1238,95.89465530596438
Census Tract 121; Kings County; New York,Kings,897,16,1.7837235228539576,119801.0,2057,1396,661,32.13417598444337
Census Tract 122; Kings County; New York,Kings,1546,168,10.866752910737388,50107.0,4651,629,4022,86.47602666093313
Census Tract 126; Kings County; New York,Kings,843,63,7.473309608540925,67679.0,2778,1121,1657,59.64722822174227
Census Tract 127; Kings County; New York,Kings,1755,158,9.002849002849004,73646.0,4037,977,3060,75.79886054000495
Census Tract 128.01; Kings County; New York,Kings,773,33,4.269081500646831,80433.0,1932,614,1318,68.21946169772258
Census Tract 129.01; Kings County; New York,Kings,921,57,6.188925081433225,244837.0,2377,1357,1020,42.91123264619268
Census Tract 129.02; Kings County; New York,Kings,1679,15,0.8933889219773675,162377.0,3452,1674,1778,51.5063731170336
Census Tract 130; Kings County; New York,Kings,1784,267,14.966367713004484,79219.0,5037,3093,1944,38.59440142942228
Census Tract 131; Kings County; New York,Kings,1774,297,16.741826381059752,109875.0,3434,2172,1262,36.75014560279558
Census Tract 132; Kings County; New York,Kings,730,46,6.301369863013699,83281.0,2315,1158,1157,49.97840172786177
Census Tract 133; Kings County; New York,Kings,1784,89,4.988789237668161,209286.0,4388,3225,1163,26.504102096627165
Census Tract 134; Kings County; New York,Kings,1425,157,11.017543859649123,105057.0,4229,2412,1817,42.9652400094585
Census Tract 135; Kings County; New York,Kings,1550,157,10.129032258064516,214028.0,3946,2831,1115,28.256462240243284
Census Tract 136; Kings County; New York,Kings,1496,205,13.703208556149733,92414.0,3804,2366,1438,37.802313354363825
Census Tract 137; Kings County; New York,Kings,1478,143,9.675236806495263,160652.0,3217,2250,967,30.05906123717749
Census Tract 138; Kings County; New York,Kings,1295,103,7.953667953667953,99984.0,3635,2261,1374,37.79917469050894
Census Tract 139; Kings County; New York,Kings,1422,127,8.931082981715893,173226.0,3527,2441,1086,30.791040544371988
Census Tract 140; Kings County; New York,Kings,792,102,12.878787878787879,59417.0,1910,1329,581,30.41884816753927
Census Tract 141.01; Kings County; New York,Kings,519,30,5.780346820809249,155625.0,1357,795,562,41.41488577745026
Census Tract 141.02; Kings County; New York,Kings,884,169,19.11764705882353,148125.0,2102,1341,761,36.20361560418649
Census Tract 142; Kings County; New York,Kings,1286,116,9.020217729393467,79444.0,3497,1870,1627,46.52559336574206
Census Tract 143; Kings County; New York,Kings,1465,40,2.7303754266211606,128828.0,3625,2013,1612,44.46896551724138
Census Tract 145; Kings County; New York,Kings,1926,47,2.4402907580477673,142200.0,4459,3075,1384,31.038349405696348
Census Tract 147; Kings County; New York,Kings,845,23,2.72189349112426,159297.0,2349,1755,594,25.287356321839084
Census Tract 148; Kings County; New York,Kings,431,20,4.640371229698376,76103.0,1320,648,672,50.90909090909091
Census Tract 149.01; Kings County; New York,Kings,641,35,5.46021840873635,162279.0,1561,1153,408,26.137091607943624
Census Tract 149.02; Kings County; New York,Kings,1883,87,4.620286776420605,150202.0,4388,2983,1405,32.01914311759344
Census Tract 150; Kings County; New York,Kings,535,29,5.420560747663552,103750.0,1555,1054,501,32.21864951768489
Census Tract 151; Kings County; New York,Kings,1768,203,11.481900452488688,185357.0,4042,3207,835,20.658090054428502
Census Tract 152; Kings County; New York,Kings,942,54,5.7324840764331215,79783.0,2545,1424,1121,44.047151277013754
Census Tract 153; Kings County; New York,Kings,1142,88,7.705779334500876,149956.0,2630,1825,805,30.60836501901141
Census Tract 154; Kings County; New York,Kings,0,0,,,0,0,0,
Census Tract 155; Kings County; New York,Kings,1463,159,10.868079289131922,214340.0,3484,2731,753,21.61308840413318
Census Tract 157; Kings County; New York,Kings,2149,444,20.660772452303398,198203.0,4777,3431,1346,28.176679924638893
Census Tract 159; Kings County; New York,Kings,2555,201,7.8669275929549904,212109.0,5439,4263,1176,21.62162162162162
Census Tract 160; Kings County; New York,Kings,1791,247,13.791178112786154,88944.0,4323,2149,2174,50.28915105250983
Census Tract 161; Kings County; New York,Kings,1555,146,9.389067524115756,170893.0,3574,2301,1273,35.61835478455512
Census Tract 162; Kings County; New York,Kings,1128,67,5.939716312056738,98125.0,2282,1198,1084,47.50219106047327
Census Tract 163; Kings County; New York,Kings,1866,29,1.5541264737406217,151923.0,4082,2564,1518,37.187653111219994
Census Tract 164; Kings County; New York,Kings,156,0,0.0,126696.0,859,580,279,32.47962747380676
Census Tract 165; Kings County; New York,Kings,2394,234,9.774436090225564,250001.0,6118,4445,1673,27.34553775743707
Census Tract 166; Kings County; New York,Kings,680,27,3.9705882352941173,126250.0,1958,1328,630,32.17568947906027
Census Tract 167; Kings County; New York,Kings,2232,247,11.0663082437276,193594.0,4851,3662,1189,24.51041022469594
Census Tract 168; Kings County; New York,Kings,794,86,10.831234256926953,116991.0,1970,1191,779,39.54314720812182
Census Tract 169; Kings County; New York,Kings,1983,318,16.036308623298034,154155.0,4726,3887,839,17.752856538298772
Census Tract 170; Kings County; New York,Kings,1136,30,2.640845070422535,94926.0,3584,1552,2032,56.69642857142857
Census Tract 171; Kings County; New York,Kings,1649,89,5.3972104305639785,168973.0,4195,3187,1008,24.02860548271752
Census Tract 172; Kings County; New York,Kings,929,60,6.458557588805166,131513.0,2830,1268,1562,55.19434628975265
Census Tract 174; Kings County; New York,Kings,712,12,1.6853932584269662,107143.0,2038,878,1160,56.91854759568204
Census Tract 175; Kings County; New York,Kings,0,0,,,0,0,0,
Census Tract 176; Kings County; New York,Kings,846,106,12.529550827423167,97955.0,2238,1251,987,44.10187667560322
Census Tract 177; Kings County; New York,Kings,0,0,,,0,0,0,
Census Tract 178; Kings County; New York,Kings,851,96,11.28084606345476,75655.0,2654,1093,1561,58.81688018085908
Census Tract 179; Kings County; New York,Kings,1445,28,1.9377162629757785,106106.0,4017,1262,2755,68.58352003983072
Census Tract 180; Kings County; New York,Kings,1018,44,4.322200392927308,58667.0,3027,1650,1377,45.490584737363726
Census Tract 181; Kings County; New York,Kings,2094,132,6.303724928366762,163382.0,3749,2202,1547,41.26433715657509
Census Tract 182; Kings County; New York,Kings,1118,9,0.8050089445438283,73229.0,3460,1089,2371,68.52601156069365
Census Tract 183; Kings County; New York,Kings,1390,85,6.115107913669065,191944.0,2879,1843,1036,35.98471691559569
Census Tract 184; Kings County; New York,Kings,783,47,6.002554278416347,76118.0,2161,943,1218,56.362795002313746
Census Tract 185.01; Kings County; New York,Kings,1786,150,8.3986562150056,46029.0,4334,678,3656,84.35625288417167
Census Tract 186; Kings County; New York,Kings,655,27,4.122137404580153,83250.0,2081,905,1176,56.5112926477655
Census Tract 187; Kings County; New York,Kings,550,132,24.0,122115.0,1448,761,687,47.444751381215475
Census Tract 188; Kings County; New York,Kings,1149,0,0.0,50265.0,2875,1417,1458,50.713043478260865
Census Tract 190; Kings County; New York,Kings,1512,39,2.579365079365079,60645.0,4093,1079,3014,73.63791839726362
Census Tract 191; Kings County; New York,Kings,1187,21,1.7691659646166806,160471.0,2825,1481,1344,47.575221238938056
Census Tract 192; Kings County; New York,Kings,751,66,8.788282290279627,69327.0,3095,1433,1662,53.69951534733441
Census Tract 193; Kings County; New York,Kings,2476,188,7.592891760904685,75986.0,5974,2643,3331,55.758285905590895
Census Tract 194; Kings County; New York,Kings,1119,322,28.775692582663094,56140.0,3371,637,2734,81.10353010975972
Census Tract 195; Kings County; New York,Kings,1710,80,4.678362573099415,116479.0,3782,1644,2138,56.530936012691704
Census Tract 196; Kings County; New York,Kings,1553,92,5.92401802962009,82044.0,4494,1728,2766,61.548731642189594
Census Tract 197; Kings County; New York,Kings,1864,354,18.991416309012877,131875.0,4051,2247,1804,44.53221426808195
Census Tract 198; Kings County; New York,Kings,671,18,2.682563338301043,76973.0,1812,771,1041,57.450331125827816
Census Tract 199; Kings County; New York,Kings,2128,162,7.612781954887218,131250.0,3964,1883,2081,52.49747729566094
Census Tract 200; Kings County; New York,Kings,683,38,5.563689604685212,97875.0,2118,909,1209,57.082152974504254
Census Tract 201; Kings County; New York,Kings,1957,143,7.307102708226878,153250.0,4133,2115,2018,48.826518267602225
Census Tract 202; Kings County; New York,Kings,617,39,6.3209076175040515,77434.0,1747,906,841,48.13966800228964
Census Tract 203; Kings County; New York,Kings,869,22,2.5316455696202533,171250.0,1984,1245,739,37.247983870967744
Census Tract 204; Kings County; New York,Kings,672,23,3.422619047619048,102368.0,1754,1080,674,38.42645381984037
Census Tract 205; Kings County; New York,Kings,1549,132,8.521626856036152,162596.0,3542,2448,1094,30.886504799548277
Census Tract 206; Kings County; New York,Kings,782,22,2.813299232736573,70806.0,2488,1497,991,39.83118971061093
Census Tract 207; Kings County; New York,Kings,2349,310,13.197105151128138,184638.0,4681,3344,1337,28.56227301858577
Census Tract 208; Kings County; New York,Kings,1115,51,4.573991031390134,67114.0,2761,1195,1566,56.71858022455633
Census Tract 210; Kings County; New York,Kings,1155,79,6.8398268398268405,72341.0,3899,1016,2883,73.94203641959477
Census Tract 211; Kings County; New York,Kings,1101,47,4.268846503178928,95236.0,2753,679,2074,75.33599709407919
Census Tract 212; Kings County; New York,Kings,1205,55,4.564315352697095,61989.0,3448,831,2617,75.89907192575406
Census Tract 213; Kings County; New York,Kings,2026,355,17.522211253701876,70109.0,4440,893,3547,79.88738738738739
Census Tract 214; Kings County; New York,Kings,533,0,0.0,69088.0,2510,1380,1130,45.0199203187251
Census Tract 215; Kings County; New York,Kings,2738,416,15.193571950328707,112650.0,5735,3236,2499,43.5745422842197
Census Tract 216; Kings County; New York,Kings,958,25,2.6096033402922756,41250.0,3670,2906,764,20.817438692098094
Census Tract 217; Kings County; New York,Kings,1862,170,9.129967776584317,103269.0,3958,1556,2402,60.68721576553815
Census Tract 218; Kings County; New York,Kings,827,85,10.278113663845224,68062.0,3001,2341,660,21.992669110296568
Census Tract 219; Kings County; New York,Kings,1822,114,6.256860592755214,130970.0,4285,1604,2681,62.56709451575263
Census Tract 220; Kings County; New York,Kings,1247,28,2.245388933440257,51198.0,5525,4469,1056,19.1131221719457
Census Tract 221; Kings County; New York,Kings,1582,77,4.867256637168142,78156.0,3706,1454,2252,60.76632487857528
Census Tract 222; Kings County; New York,Kings,1071,49,4.57516339869281,50731.0,4270,3241,1029,24.098360655737704
Census Tract 224; Kings County; New York,Kings,1296,27,2.083333333333333,53084.0,5335,4294,1041,19.51265229615745
Census Tract 226; Kings County; New York,Kings,558,49,8.781362007168457,84194.0,2572,1358,1214,47.20062208398134
Census Tract 227; Kings County; New York,Kings,1994,68,3.4102306920762286,121250.0,4425,1606,2819,63.706214689265536
Census Tract 228; Kings County; New York,Kings,860,33,3.8372093023255816,65208.0,3683,2026,1657,44.990496877545475
Census Tract 229; Kings County; New York,Kings,1623,98,6.038200862600123,129886.0,3425,1909,1516,44.262773722627735
Census Tract 230; Kings County; New York,Kings,1062,61,5.743879472693032,51250.0,4887,3622,1265,25.885001023122573
Census Tract 231; Kings County; New York,Kings,1726,68,3.9397450753186556,162933.0,3546,1819,1727,48.70276367738297
Census Tract 232; Kings County; New York,Kings,1325,92,6.943396226415094,67750.0,6648,5922,726,10.920577617328519
Census Tract 233; Kings County; New York,Kings,2235,150,6.7114093959731544,75990.0,6804,2509,4295,63.12463256907701
Census Tract 234; Kings County; New York,Kings,1401,66,4.710920770877944,37450.0,5558,4872,686,12.34256926952141
Census Tract 235; Kings County; New York,Kings,1482,98,6.612685560053981,84175.0,5578,4291,1287,23.072785944783075
Census Tract 236; Kings County; New York,Kings,1432,83,5.79608938547486,32500.0,5846,5295,551,9.425248032842969
Census Tract 238; Kings County; New York,Kings,1185,187,15.780590717299578,50566.0,5200,4637,563,10.826923076923077
Census Tract 240; Kings County; New York,Kings,1486,54,3.6339165545087484,47750.0,6413,5524,889,13.86246686418213
Census Tract 241; Kings County; New York,Kings,1118,75,6.708407871198569,135968.0,2975,1561,1414,47.529411764705884
Census Tract 242; Kings County; New York,Kings,727,44,6.052269601100413,60091.0,3026,2573,453,14.970257766027759
Census Tract 243; Kings County; New York,Kings,1935,53,2.739018087855297,114142.0,4300,982,3318,77.16279069767442
Census Tract 244; Kings County; New York,Kings,970,29,2.9896907216494846,67500.0,3697,2516,1181,31.94482012442521
Census Tract 245; Kings County; New York,Kings,2009,152,7.565953210552514,91758.0,4437,1456,2981,67.18503493351363
Census Tract 246; Kings County; New York,Kings,891,25,2.8058361391694726,80398.0,3489,1646,1843,52.823158498137005
Census Tract 247; Kings County; New York,Kings,1295,58,4.478764478764479,61250.0,2499,863,1636,65.46618647458983
Census Tract 248; Kings County; New York,Kings,788,0,0.0,75150.0,2476,1372,1104,44.58804523424879
Census Tract 249; Kings County; New York,Kings,1883,158,8.390865639936273,88771.0,3992,1548,2444,61.22244488977956
Census Tract 250; Kings County; New York,Kings,513,41,7.992202729044834,48125.0,1679,172,1507,89.75580702799284
Census Tract 251; Kings County; New York,Kings,1778,44,2.4746906636670416,52011.0,3687,1027,2660,72.14537564415514
Census Tract 252; Kings County; New York,Kings,1749,170,9.719839908519154,54172.0,4847,1948,2899,59.81019187126058
Census Tract 253; Kings County; New York,Kings,1371,48,3.50109409190372,77328.0,3375,1843,1532,45.39259259259259
Census Tract 254; Kings County; New York,Kings,1141,1,0.0876424189307625,85819.0,2992,967,2025,67.68048128342245
Census Tract 255; Kings County; New York,Kings,2150,136,6.325581395348837,26833.0,4922,537,4385,89.08980089394555
Census Tract 256; Kings County; New York,Kings,1170,67,5.726495726495727,68269.0,3114,1136,1978,63.51958895311497
Census Tract 257; Kings County; New York,Kings,946,0,0.0,95263.0,3279,1375,1904,58.06648368405002
Census Tract 258; Kings County; New York,Kings,1461,84,5.749486652977413,65234.0,4482,1854,2628,58.63453815261044
Census Tract 259.01; Kings County; New York,Kings,819,36,4.395604395604396,71964.0,2163,960,1203,55.617198335644936
Census Tract 259.02; Kings County; New York,Kings,1488,172,11.559139784946236,21953.0,3611,191,3420,94.71060648019939
Census Tract 260; Kings County; New York,Kings,1051,64,6.089438629876309,66120.0,3076,890,2186,71.06631989596879
Census Tract 261; Kings County; New York,Kings,2236,118,5.277280858676208,86822.0,5459,1314,4145,75.92965744641876
Census Tract 262; Kings County; New York,Kings,780,74,9.487179487179487,114625.0,2626,723,1903,72.46763137852247
Census Tract 263; Kings County; New York,Kings,980,44,4.489795918367347,82778.0,2270,550,1720,75.77092511013215
Census Tract 264; Kings County; New York,Kings,1617,34,2.102659245516388,70151.0,4732,1652,3080,65.08875739644971
Census Tract 265; Kings County; New York,Kings,1881,205,10.89845826687932,84179.0,4163,1097,3066,73.6488109536392
Census Tract 266; Kings County; New York,Kings,1091,67,6.14115490375802,52192.0,3408,1418,1990,58.39201877934273
Census Tract 267; Kings County; New York,Kings,1892,242,12.790697674418606,106063.0,3950,1335,2615,66.20253164556962
Census Tract 268; Kings County; New York,Kings,1497,204,13.627254509018035,87836.0,4280,2224,2056,48.03738317757009
Census Tract 269; Kings County; New York,Kings,1244,210,16.881028938906752,83426.0,3124,924,2200,70.4225352112676
Census Tract 270; Kings County; New York,Kings,881,127,14.415437003405222,57792.0,2496,1561,935,37.4599358974359
Census Tract 271; Kings County; New York,Kings,1510,54,3.576158940397351,98088.0,3740,912,2828,75.61497326203208
Census Tract 272; Kings County; New York,Kings,1408,101,7.173295454545454,68250.0,3993,1914,2079,52.066115702479344
Census Tract 273; Kings County; New York,Kings,1459,122,8.36189170664839,111989.0,4071,696,3375,82.90346352247605
Census Tract 274; Kings County; New York,Kings,921,13,1.4115092290988056,53949.0,3159,1578,1581,50.047483380816715
Census Tract 275; Kings County; New York,Kings,1848,285,15.422077922077923,104537.0,5303,908,4395,82.87761644352254
Census Tract 276; Kings County; New York,Kings,1323,139,10.506424792139079,61811.0,3791,1211,2580,68.05592192033764
Census Tract 277; Kings County; New York,Kings,1623,71,4.3746149106592735,75724.0,4294,591,3703,86.23660922217047
Census Tract 278; Kings County; New York,Kings,1126,161,14.298401420959147,67913.0,3086,1206,1880,60.920285158781596
Census Tract 279; Kings County; New York,Kings,1687,121,7.172495554238292,83438.0,4161,1231,2930,70.41576544099975
Census Tract 280; Kings County; New York,Kings,609,5,0.8210180623973727,91250.0,1686,706,980,58.12574139976275
Census Tract 281; Kings County; New York,Kings,1814,112,6.174200661521499,57019.0,5094,876,4218,82.8032979976443
Census Tract 282; Kings County; New York,Kings,1231,39,3.168155970755483,54219.0,2960,1236,1724,58.24324324324325
Census Tract 283; Kings County; New York,Kings,1589,101,6.3561988672120835,49986.0,4098,743,3355,81.86920448999511
Census Tract 284; Kings County; New York,Kings,1441,236,16.377515614156835,61587.0,3686,1603,2083,56.511123168746614
Census Tract 285.01; Kings County; New York,Kings,236,9,3.8135593220338984,56667.0,427,131,296,69.3208430913349
Census Tract 285.02; Kings County; New York,Kings,1128,83,7.358156028368794,28466.0,3303,239,3064,92.76415379957615
Census Tract 286; Kings County; New York,Kings,1779,121,6.801573917931422,43329.0,5171,1829,3342,64.62966544188745
Census Tract 287; Kings County; New York,Kings,1281,141,11.00702576112412,79350.0,3353,810,2543,75.84252907843721
Census Tract 288; Kings County; New York,Kings,1192,162,13.590604026845638,70000.0,3799,1062,2737,72.04527507238747
Census Tract 289; Kings County; New York,Kings,1645,114,6.930091185410335,66691.0,4261,839,3422,80.30978643510913
Census Tract 290; Kings County; New York,Kings,1486,70,4.710632570659488,60701.0,3301,2122,1179,35.71644956073917
Census Tract 291; Kings County; New York,Kings,1374,110,8.005822416302767,82356.0,3368,716,2652,78.74109263657957
Census Tract 292; Kings County; New York,Kings,1020,100,9.803921568627452,48750.0,2668,994,1674,62.74362818590704
Census Tract 293; Kings County; New York,Kings,1436,77,5.362116991643454,51364.0,3284,350,2934,89.34226552984165
Census Tract 294; Kings County; New York,Kings,630,0,0.0,61188.0,2143,946,1197,55.85627624825011
Census Tract 295; Kings County; New York,Kings,1905,244,12.808398950131233,98603.0,4011,1070,2941,73.32336075791574
Census Tract 296; Kings County; New York,Kings,2047,168,8.207132388861748,76714.0,6128,2649,3479,56.77219321148825
Census Tract 297; Kings County; New York,Kings,1757,100,5.691519635742743,71382.0,4099,883,3216,78.4581605269578
Census Tract 298; Kings County; New York,Kings,1112,39,3.507194244604316,60057.0,3997,1723,2274,56.892669502126594
Census Tract 299; Kings County; New York,Kings,944,36,3.8135593220338984,45395.0,2483,627,1856,74.7482883608538
Census Tract 300; Kings County; New York,Kings,1306,54,4.134762633996937,75179.0,4222,1130,3092,73.23543344386547
Census Tract 301; Kings County; New York,Kings,1096,0,0.0,95441.0,3182,584,2598,81.64676304211189
Census Tract 302; Kings County; New York,Kings,1354,57,4.209748892171344,72300.0,3899,1171,2728,69.96665811746603
Census Tract 303; Kings County; New York,Kings,2163,42,1.9417475728155338,45197.0,5748,406,5342,92.93667362560892
Census Tract 304; Kings County; New York,Kings,1490,100,6.7114093959731544,65000.0,3924,1478,2446,62.33435270132518
Census Tract 305; Kings County; New York,Kings,3201,274,8.559825054670416,124792.0,7181,2759,4422,61.57916724690155
Census Tract 306; Kings County; New York,Kings,666,6,0.9009009009009009,70417.0,1953,925,1028,52.636968766001026
Census Tract 307; Kings County; New York,Kings,3120,178,5.705128205128205,51134.0,6571,820,5751,87.5209252777355
Census Tract 308; Kings County; New York,Kings,664,34,5.120481927710843,77500.0,1678,633,1045,62.27651966626937
Census Tract 309; Kings County; New York,Kings,952,31,3.256302521008404,76278.0,2447,173,2274,92.93011851246425
Census Tract 311; Kings County; New York,Kings,1269,111,8.747044917257684,90250.0,3389,685,2704,79.78754794924757
Census Tract 313; Kings County; New York,Kings,2227,493,22.137404580152673,102782.0,4346,914,3432,78.96916705016108
Census Tract 314.01; Kings County; New York,Kings,1859,117,6.293706293706294,87411.0,4938,2652,2286,46.29404617253949
Census Tract 314.02; Kings County; New York,Kings,0,0,,,0,0,0,
Census Tract 315; Kings County; New York,Kings,2444,102,4.173486088379706,96461.0,5136,1983,3153,61.390186915887845
Census Tract 317.01; Kings County; New York,Kings,1654,210,12.696493349455865,94335.0,4150,985,3165,76.26506024096386
Census Tract 317.02; Kings County; New York,Kings,1635,45,2.7522935779816518,112113.0,3812,1344,2468,64.74291710388248
Census Tract 319; Kings County; New York,Kings,1259,110,8.737092930897537,98201.0,3356,1559,1797,53.54588796185935
Census Tract 321; Kings County; New York,Kings,2345,338,14.413646055437102,67292.0,5140,877,4263,82.93774319066148
Census Tract 323; Kings County; New York,Kings,1598,228,14.267834793491865,84015.0,3505,825,2680,76.46219686162625
Census Tract 325; Kings County; New York,Kings,2607,219,8.400460299194476,92274.0,6057,1128,4929,81.37691926696384
Census Tract 326; Kings County; New York,Kings,2975,19,0.6386554621848739,48238.0,10085,1509,8576,85.03718393653942
Census Tract 327; Kings County; New York,Kings,1393,174,12.49102656137832,71980.0,2701,632,2069,76.60125879303962
Census Tract 328; Kings County; New York,Kings,1131,0,0.0,47587.0,2751,361,2390,86.87749909123956
Census Tract 329; Kings County; New York,Kings,2114,217,10.264900662251655,102868.0,5901,2458,3443,58.346043043551944
Census Tract 330; Kings County; New York,Kings,1867,84,4.499196572040707,19619.0,4283,867,3416,79.75717954704646
Census Tract 331; Kings County; New York,Kings,1735,113,6.512968299711816,50293.0,4171,1877,2294,54.99880124670343
Census Tract 333; Kings County; New York,Kings,1365,124,9.084249084249084,62253.0,4779,3663,1116,23.35216572504708
Census Tract 335; Kings County; New York,Kings,896,21,2.34375,92935.0,3522,1775,1747,49.60249858035207
Census Tract 336; Kings County; New York,Kings,1647,99,6.0109289617486334,82798.0,4734,3945,789,16.666666666666664
Census Tract 337.01; Kings County; New York,Kings,914,94,10.284463894967178,90083.0,2755,1196,1559,56.5880217785844
Census Tract 337.02; Kings County; New York,Kings,521,36,6.90978886756238,84941.0,1847,1109,738,39.95668651867894
Census Tract 339; Kings County; New York,Kings,2089,219,10.483484921014838,57475.0,4936,927,4009,81.2196110210697
Census Tract 340; Kings County; New York,Kings,636,21,3.30188679245283,31413.0,2045,759,1286,62.88508557457213
Census Tract 341; Kings County; New York,Kings,1194,77,6.448911222780569,49638.0,2666,693,1973,74.00600150037509
Census Tract 342; Kings County; New York,Kings,2911,93,3.194778426657506,20120.0,6490,2029,4461,68.73651771956857
Census Tract 343; Kings County; New York,Kings,1892,198,10.465116279069768,50417.0,4489,596,3893,86.72310091334373
Census Tract 345; Kings County; New York,Kings,1072,115,10.727611940298507,57937.0,2669,887,1782,66.76657924316224
Census Tract 347; Kings County; New York,Kings,1831,113,6.1714909885308575,52644.0,3157,337,2820,89.32530883750395
Census Tract 348; Kings County; New York,Kings,910,10,1.098901098901099,53485.0,2852,492,2360,82.74894810659187
Census Tract 349.01; Kings County; New York,Kings,803,267,33.25031133250312,65868.0,2339,411,1928,82.42838820008551
Census Tract 349.02; Kings County; New York,Kings,1589,260,16.362492133417245,46571.0,3499,615,2884,82.4235495855959
Census Tract 350; Kings County; New York,Kings,1594,247,15.49560853199498,54150.0,3082,3082,0,0.0
Census Tract 351.01; Kings County; New York,Kings,756,132,17.46031746031746,52987.0,1805,157,1648,91.30193905817174
Census Tract 351.02; Kings County; New York,Kings,1074,115,10.707635009310987,49688.0,3253,513,2740,84.22994159237626
Census Tract 352; Kings County; New York,Kings,712,60,8.426966292134832,12170.0,1431,953,478,33.403214535290005
Census Tract 353.01; Kings County; New York,Kings,1208,133,11.009933774834437,49222.0,3002,328,2674,89.07395069953364
Census Tract 353.02; Kings County; New York,Kings,992,79,7.963709677419355,84052.0,3189,733,2456,77.01473816243336
Census Tract 354; Kings County; New York,Kings,2845,87,3.0579964850615116,50559.0,5366,5165,201,3.745806932538204
Census Tract 355; Kings County; New York,Kings,2080,570,27.403846153846157,75965.0,5515,912,4603,83.46328195829555
Census Tract 356.01; Kings County; New York,Kings,1468,55,3.746594005449591,31525.0,2640,2470,170,6.4393939393939394
Census Tract 356.02; Kings County; New York,Kings,3074,228,7.41704619388419,58372.0,6721,5662,1059,15.756583841690224
Census Tract 357.01; Kings County; New York,Kings,1077,162,15.041782729805014,49288.0,2657,61,2596,97.70417764395935
Census Tract 357.02; Kings County; New York,Kings,0,0,,,0,0,0,
Census Tract 359; Kings County; New York,Kings,2382,82,3.4424853064651555,66582.0,6665,503,6162,92.45311327831958
Census Tract 360.01; Kings County; New York,Kings,1760,144,8.181818181818182,32071.0,2972,2482,490,16.48721399730821
Census Tract 360.02; Kings County; New York,Kings,2179,249,11.427260211106011,25085.0,3777,3076,701,18.559703468361132
Census Tract 361; Kings County; New York,Kings,1311,195,14.874141876430205,26250.0,2902,251,2651,91.35079255685734
Census Tract 362; Kings County; New York,Kings,1409,14,0.99361249112846,52340.0,3343,1766,1577,47.17319772659288
Census Tract 363; Kings County; New York,Kings,1954,53,2.712384851586489,45565.0,4909,96,4813,98.04440822978204
Census Tract 364; Kings County; New York,Kings,946,44,4.651162790697675,59938.0,2298,1389,909,39.55613577023499
Census Tract 365.01; Kings County; New York,Kings,1328,114,8.58433734939759,63864.0,3467,19,3448,99.45197577156043
Census Tract 365.02; Kings County; New York,Kings,603,0,0.0,62740.0,2014,90,1924,95.53128103277061
Census Tract 366; Kings County; New York,Kings,1359,85,6.254598969830758,48278.0,4369,1810,2559,58.57175555046922
Census Tract 367; Kings County; New York,Kings,699,55,7.868383404864092,68438.0,1982,625,1357,68.46619576185671
Census Tract 369; Kings County; New York,Kings,2504,242,9.664536741214057,39513.0,5310,832,4478,84.33145009416197
