NAME,B25040_001E,B25040_002E,B25040_003E,B25040_004E,B25040_005E,B25040_006E,B25040_007E,B25040_008E,B25040_009E,B25040_010E,state,county,tract
Census Tract 236; Kings County; New York,1432,1218,12,80,83,0,0,0,8,31,36,Kings,023600
Census Tract 238; Kings County; New York,1185,941,12,33,187,0,0,0,0,12,36,Kings,023800
Census Tract 240; Kings County; New York,1486,1288,29,102,54,0,0,0,0,13,36,Kings,024000
Census Tract 241; Kings County; New York,1118,639,60,344,75,0,0,0,0,0,36,Kings,024100
Census Tract 242; Kings County; New York,727,618,20,29,44,0,0,0,0,16,36,Kings,024200
Census Tract 243; Kings County; New York,1935,1253,33,444,53,0,0,53,46,53,36,Kings,024300
Census Tract 244; Kings County; New York,970,793,67,76,29,0,0,0,0,5,36,Kings,024400
Census Tract 245; Kings County; New York,2009,1418,90,306,152,0,0,0,0,43,36,Kings,024500
Census Tract 246; Kings County; New York,891,752,45,43,25,0,0,0,0,26,36,Kings,024600
Census Tract 247; Kings County; New York,1295,818,20,399,58,0,0,0,0,0,36,Kings,024700
Census Tract 248; Kings County; New York,788,676,68,32,0,0,0,0,0,12,36,Kings,024800
Census Tract 249; Kings County; New York,1883,1389,23,257,158,0,15,0,12,29,36,Kings,024900
Census Tract 250; Kings County; New York,513,299,53,120,41,0,0,0,0,0,36,Kings,025000
Census Tract 251; Kings County; New York,1778,1054,50,464,44,0,0,0,102,64,36,Kings,025100
Census Tract 252; Kings County; New York,1749,1339,80,116,170,0,0,0,18,26,36,Kings,025200
Census Tract 253; Kings County; New York,1371,815,45,386,48,0,0,0,7,70,36,Kings,025300
Census Tract 254; Kings County; New York,1141,1064,11,42,1,0,0,0,10,13,36,Kings,025400
Census Tract 255; Kings County; New York,2150,1302,19,406,136,0,0,0,64,223,36,Kings,025500
Census Tract 256; Kings County; New York,1170,985,55,63,67,0,0,0,0,0,36,Kings,025600
Census Tract 257; Kings County; New York,946,467,43,392,0,0,0,0,0,44,36,Kings,025700
Census Tract 258; Kings County; New York,1461,1073,31,42,84,0,11,0,51,169,36,Kings,025800
Census Tract 259.01; Kings County; New York,819,519,0,194,36,0,0,0,38,32,36,Kings,025901
Census Tract 259.02; Kings County; New York,1488,1096,0,128,172,0,0,0,0,92,36,Kings,025902
Census Tract 260; Kings County; New York,1051,870,78,39,64,0,0,0,0,0,36,Kings,026000
Census Tract 261; Kings County; New York,2236,1126,141,745,118,0,0,0,18,88,36,Kings,026100
Census Tract 262; Kings County; New York,780,644,21,32,74,0,0,0,0,9,36,Kings,026200
Census Tract 263; Kings County; New York,980,739,43,145,44,0,0,0,0,9,36,Kings,026300
Census Tract 264; Kings County; New York,1617,1395,109,21,34,0,0,0,36,22,36,Kings,026400
Census Tract 265; Kings County; New York,1881,1257,56,284,205,0,0,55,0,24,36,Kings,026500
Census Tract 266; Kings County; New York,1091,829,113,33,67,0,0,0,17,32,36,Kings,026600
Census Tract 267; Kings County; New York,1892,1201,11,381,242,0,0,17,15,25,36,Kings,026700
Census Tract 268; Kings County; New York,1497,1067,51,106,204,0,0,0,36,33,36,Kings,026800
Census Tract 269; Kings County; New York,1244,799,34,91,210,0,0,0,54,56,36,Kings,026900
Census Tract 270; Kings County; New York,881,701,26,0,127,0,0,0,0,27,36,Kings,027000
Census Tract 271; Kings County; New York,1510,787,32,602,54,0,0,0,0,35,36,Kings,027100
Census Tract 272; Kings County; New York,1408,1092,14,119,101,0,0,0,0,82,36,Kings,027200
Census Tract 273; Kings County; New York,1459,1046,3,239,122,0,0,0,17,32,36,Kings,027300
Census Tract 274; Kings County; New York,921,819,9,10,13,0,0,0,0,70,36,Kings,027400
Census Tract 275; Kings County; New York,1848,1170,101,202,285,0,0,14,25,51,36,Kings,027500
Census Tract 276; Kings County; New York,1323,956,83,54,139,0,0,0,91,0,36,Kings,027600
Census Tract 277; Kings County; New York,1623,1276,39,193,71,0,0,0,13,31,36,Kings,027700
Census Tract 278; Kings County; New York,1126,777,54,101,161,0,0,0,0,33,36,Kings,027800
Census Tract 279; Kings County; New York,1687,1163,16,313,121,0,0,0,38,36,36,Kings,027900
Census Tract 280; Kings County; New York,609,563,27,14,5,0,0,0,0,0,36,Kings,028000
Census Tract 281; Kings County; New York,1814,1134,11,460,112,0,0,0,0,97,36,Kings,028100
Census Tract 282; Kings County; New York,1231,1058,23,34,39,0,0,0,77,0,36,Kings,028200
Census Tract 283; Kings County; New York,1589,947,72,325,101,0,0,0,79,65,36,Kings,028300
Census Tract 284; Kings County; New York,1441,989,135,46,236,0,0,0,33,2,36,Kings,028400
Census Tract 285.01; Kings County; New York,236,142,17,43,9,0,0,0,0,25,36,Kings,028501
Census Tract 285.02; Kings County; New York,1128,650,25,91,83,0,0,0,95,184,36,Kings,028502
Census Tract 286; Kings County; New York,1779,1361,88,67,121,0,0,0,45,97,36,Kings,028600
Census Tract 287; Kings County; New York,1281,892,0,231,141,0,0,0,0,17,36,Kings,028700
Census Tract 288; Kings County; New York,1192,946,27,25,162,0,0,0,32,0,36,Kings,028800
Census Tract 289; Kings County; New York,1645,1226,27,214,114,0,0,0,8,56,36,Kings,028900
Census Tract 290; Kings County; New York,1486,1232,74,84,70,0,0,0,26,0,36,Kings,029000
Census Tract 291; Kings County; New York,1374,1144,0,91,110,0,0,0,15,14,36,Kings,029100
Census Tract 292; Kings County; New York,1020,800,23,15,100,0,0,0,43,39,36,Kings,029200
Census Tract 293; Kings County; New York,1436,1107,11,157,77,0,0,0,0,84,36,Kings,029300
Census Tract 294; Kings County; New York,630,562,25,20,0,0,0,0,23,0,36,Kings,029400
Census Tract 295; Kings County; New York,1905,1341,60,195,244,0,0,0,19,46,36,Kings,029500
Census Tract 296; Kings County; New York,2047,1471,86,197,168,0,0,0,0,125,36,Kings,029600
Census Tract 297; Kings County; New York,1757,1379,31,201,100,0,0,0,0,46,36,Kings,029700
Census Tract 298; Kings County; New York,1112,908,82,83,39,0,0,0,0,0,36,Kings,029800
Census Tract 299; Kings County; New York,944,733,0,166,36,0,0,0,0,9,36,Kings,029900
Census Tract 300; Kings County; New York,1306,1011,72,98,54,0,0,0,71,0,36,Kings,030000
Census Tract 301; Kings County; New York,1096,999,35,41,0,0,12,0,0,9,36,Kings,030100
Census Tract 302; Kings County; New York,1354,1123,60,103,57,0,0,0,0,11,36,Kings,030200
Census Tract 303; Kings County; New York,2163,1357,56,625,42,0,0,0,23,60,36,Kings,030300
Census Tract 304; Kings County; New York,1490,1231,47,66,100,0,0,0,0,46,36,Kings,030400
Census Tract 305; Kings County; New York,3201,2105,38,703,274,0,0,0,38,43,36,Kings,030500
Census Tract 306; Kings County; New York,666,572,43,27,6,0,0,0,5,13,36,Kings,030600
Census Tract 307; Kings County; New York,3120,2024,87,522,178,0,0,0,115,194,36,Kings,030700
Census Tract 308; Kings County; New York,664,414,142,64,34,0,0,0,10,0,36,Kings,030800
Census Tract 309; Kings County; New York,952,668,45,161,31,0,0,27,12,8,36,Kings,030900
Census Tract 311; Kings County; New York,1269,909,43,185,111,0,0,0,21,0,36,Kings,031100
Census Tract 313; Kings County; New York,2227,1593,25,116,493,0,0,0,0,0,36,Kings,031300
Census Tract 314.01; Kings County; New York,1859,1628,9,35,117,0,0,0,7,63,36,Kings,031401
Census Tract 314.02; Kings County; New York,0,0,0,0,0,0,0,0,0,0,36,Kings,031402
Census Tract 315; Kings County; New York,2444,1745,59,473,102,0,0,0,47,18,36,Kings,031500
Census Tract 317.01; Kings County; New York,1654,1055,46,283,210,0,0,9,0,51,36,Kings,031701
Census Tract 317.02; Kings County; New York,1635,1156,0,434,45,0,0,0,0,0,36,Kings,031702
Census Tract 319; Kings County; New York,1259,852,11,270,110,0,0,0,16,0,36,Kings,031900
Census Tract 321; Kings County; New York,2345,1617,28,220,338,0,0,0,111,31,36,Kings,032100
Census Tract 323; Kings County; New York,1598,1025,71,176,228,0,0,0,29,69,36,Kings,032300
Census Tract 325; Kings County; New York,2607,2069,0,170,219,0,0,37,75,37,36,Kings,032500
Census Tract 326; Kings County; New York,2975,2400,255,152,19,0,0,0,22,127,36,Kings,032600
Census Tract 327; Kings County; New York,1393,876,26,125,174,0,0,0,95,97,36,Kings,032700
Census Tract 328; Kings County; New York,1131,952,14,165,0,0,0,0,0,0,36,Kings,032800
Census Tract 329; Kings County; New York,2114,1524,81,213,217,0,0,0,29,50,36,Kings,032900
Census Tract 330; Kings County; New York,1867,1338,16,215,84,0,0,0,104,110,36,Kings,033000
Census Tract 331; Kings County; New York,1735,1331,29,150,113,0,0,0,65,47,36,Kings,033100
Census Tract 333; Kings County; New York,1365,918,41,127,124,0,0,0,70,85,36,Kings,033300
Census Tract 335; Kings County; New York,896,772,27,76,21,0,0,0,0,0,36,Kings,033500
Census Tract 336; Kings County; New York,1647,1453,0,87,99,0,0,0,0,8,36,Kings,033600
Census Tract 337.01; Kings County; New York,914,651,43,0,94,0,0,0,113,13,36,Kings,033701
Census Tract 337.02; Kings County; New York,521,365,11,105,36,0,0,0,4,0,36,Kings,033702
Census Tract 339; Kings County; New York,2089,1260,29,552,219,0,0,0,0,29,36,Kings,033900
Census Tract 340; Kings County; New York,636,465,16,58,21,0,0,0,0,76,36,Kings,034000
Census Tract 341; Kings County; New York,1194,781,145,131,77,0,0,0,26,34,36,Kings,034100
Census Tract 342; Kings County; New York,2911,1991,1,322,93,0,0,0,73,431,36,Kings,034200
Census Tract 343; Kings County; New York,1892,1298,110,157,198,0,0,0,40,89,36,Kings,034300
Census Tract 345; Kings County; New York,1072,851,0,106,115,0,0,0,0,0,36,Kings,034500
Census Tract 347; Kings County; New York,1831,1194,31,439,113,0,0,0,14,40,36,Kings,034700
Census Tract 348; Kings County; New York,910,701,17,182,10,0,0,0,0,0,36,Kings,034800
Census Tract 349.01; Kings County; New York,803,412,16,79,267,0,0,0,0,29,36,Kings,034901
Census Tract 349.02; Kings County; New York,1589,1090,0,187,260,0,0,0,0,52,36,Kings,034902
Census Tract 350; Kings County; New York,1594,1071,43,25,247,0,0,0,0,208,36,Kings,035000
Census Tract 351.01; Kings County; New York,756,470,25,104,132,0,0,0,8,17,36,Kings,035101
Census Tract 351.02; Kings County; New York,1074,870,0,82,115,0,0,0,7,0,36,Kings,035102
Census Tract 352; Kings County; New York,712,470,9,80,60,0,0,0,64,29,36,Kings,035200
Census Tract 353.01; Kings County; New York,1208,716,203,98,133,0,0,0,27,31,36,Kings,035301
Census Tract 353.02; Kings County; New York,992,745,25,111,79,0,0,0,13,19,36,Kings,035302
Census Tract 354; Kings County; New York,2845,2319,81,236,87,0,0,0,44,78,36,Kings,035400
Census Tract 355; Kings County; New York,2080,1241,35,174,570,0,0,0,60,0,36,Kings,035500
Census Tract 356.01; Kings County; New York,1468,1112,0,203,55,0,0,0,59,39,36,Kings,035601
Census Tract 356.02; Kings County; New York,3074,2224,82,326,228,0,0,0,84,130,36,Kings,035602
Census Tract 357.01; Kings County; New York,1077,738,26,91,162,0,0,0,21,39,36,Kings,035701
Census Tract 357.02; Kings County; New York,0,0,0,0,0,0,0,0,0,0,36,Kings,035702
Census Tract 359; Kings County; New York,2382,1920,156,174,82,0,0,0,23,27,36,Kings,035900
Census Tract 360.01; Kings County; New York,1760,1453,19,82,144,0,0,0,10,52,36,Kings,036001
Census Tract 360.02; Kings County; New York,2179,1626,0,115,249,0,0,0,0,189,36,Kings,036002
Census Tract 361; Kings County; New York,1311,792,48,140,195,0,0,0,72,64,36,Kings,036100
Census Tract 362; Kings County; New York,1409,1284,9,66,14,0,0,0,0,36,36,Kings,036200
Census Tract 363; Kings County; New York,1954,1560,134,175,53,0,0,0,0,32,36,Kings,036300
Census Tract 364; Kings County; New York,946,844,0,45,44,0,0,0,9,4,36,Kings,036400
Census Tract 365.01; Kings County; New York,1328,1061,0,133,114,0,0,11,9,0,36,Kings,036501
Census Tract 365.02; Kings County; New York,603,538,0,54,0,0,0,0,0,11,36,Kings,036502
Census Tract 366; Kings County; New York,1359,1123,45,46,85,0,0,0,18,42,36,Kings,036600
Census Tract 367; Kings County; New York,699,542,0,89,55,0,0,0,9,4,36,Kings,036700
Census Tract 369; Kings County; New York,2504,1869,152,197,242,0,0,0,0,44,36,Kings,036900
Census Tract 370; Kings County; New York,1460,1264,47,36,74,0,0,0,31,8,36,Kings,037000
Census Tract 371; Kings County; New York,1699,1478,54,93,0,0,0,0,32,42,36,Kings,037100
Census Tract 373; Kings County; New York,1983,1630,19,121,120,0,0,0,0,93,36,Kings,037300
Census Tract 374.01; Kings County; New York,1809,1661,0,73,31,0,0,0,14,30,36,Kings,037401
Census Tract 374.02; Kings County; New York,2186,1713,16,157,221,0,0,0,15,64,36,Kings,037402
Census Tract 375; Kings County; New York,1508,966,32,351,121,0,0,0,22,16,36,Kings,037500
Census Tract 377; Kings County; New York,1819,1371,0,291,142,0,0,0,0,15,36,Kings,037700
Census Tract 379; Kings County; New York,1712,1472,24,145,71,0,0,0,0,0,36,Kings,037900
Census Tract 381; Kings County; New York,2493,2039,156,260,17,0,0,0,14,7,36,Kings,038100
Census Tract 382; Kings County; New York,1931,1431,58,206,15,0,0,0,109,112,36,Kings,038200
Census Tract 383; Kings County; New York,2196,1719,33,247,90,0,0,0,50,57,36,Kings,038300
Census Tract 385; Kings County; New York,1560,996,29,203,311,0,0,0,0,21,36,Kings,038500
Census Tract 386; Kings County; New York,1019,897,8,23,91,0,0,0,0,0,36,Kings,038600
Census Tract 387; Kings County; New York,1981,1374,0,500,107,0,0,0,0,0,36,Kings,038700
Census Tract 388; Kings County; New York,1581,1120,60,199,96,0,0,0,99,7,36,Kings,038800
Census Tract 389; Kings County; New York,1430,588,139,558,145,0,0,0,0,0,36,Kings,038900
Census Tract 390; Kings County; New York,786,683,28,56,14,0,0,0,0,5,36,Kings,039000
Census Tract 391; Kings County; New York,2457,894,77,1106,225,0,0,0,21,134,36,Kings,039100
Census Tract 392; Kings County; New York,1182,1017,38,0,87,0,0,0,4,36,36,Kings,039200
Census Tract 393; Kings County; New York,1562,1137,50,336,25,0,0,0,0,14,36,Kings,039300
Census Tract 394; Kings County; New York,706,546,27,35,42,0,0,0,14,42,36,Kings,039400
Census Tract 395; Kings County; New York,1887,1406,0,348,118,0,0,0,6,9,36,Kings,039500
Census Tract 396; Kings County; New York,662,500,7,58,49,0,0,0,0,48,36,Kings,039600
Census Tract 397; Kings County; New York,1461,1032,171,188,43,0,0,0,0,27,36,Kings,039700
Census Tract 398; Kings County; New York,862,671,36,130,13,0,0,0,0,12,36,Kings,039800
Census Tract 399; Kings County; New York,1722,1205,141,128,160,0,0,0,0,88,36,Kings,039900
Census Tract 400; Kings County; New York,783,628,36,39,42,0,0,27,0,11,36,Kings,040000
Census Tract 401; Kings County; New York,1322,979,46,278,19,0,0,0,0,0,36,Kings,040100
Census Tract 402; Kings County; New York,825,725,36,53,0,0,0,6,0,5,36,Kings,040200
Census Tract 403; Kings County; New York,1435,1150,1,203,65,0,0,0,16,0,36,Kings,040300
Census Tract 404; Kings County; New York,848,663,58,66,47,4,0,0,5,5,36,Kings,040400
Census Tract 405; Kings County; New York,651,425,40,131,29,0,0,14,0,12,36,Kings,040500
Census Tract 406; Kings County; New York,1074,854,91,92,37,0,0,0,0,0,36,Kings,040600
Census Tract 407; Kings County; New York,0,0,0,0,0,0,0,0,0,0,36,Kings,040700
Census Tract 408; Kings County; New York,1114,919,80,61,54,0,0,0,0,0,36,Kings,040800
Census Tract 409; Kings County; New York,1359,1013,46,83,147,0,0,0,0,70,36,Kings,040900
Census Tract 410; Kings County; New York,627,454,65,6,80,0,0,0,0,22,36,Kings,041000
Census Tract 411; Kings County; New York,1050,856,13,156,0,0,0,11,0,14,36,Kings,041100
Census Tract 412; Kings County; New York,958,773,15,40,93,0,0,0,9,28,36,Kings,041200
Census Tract 413; Kings County; New York,1389,1025,17,207,20,0,0,0,0,120,36,Kings,041300
Census Tract 414.01; Kings County; New York,450,358,5,39,41,0,0,0,7,0,36,Kings,041401
Census Tract 414.02; Kings County; New York,740,539,16,56,113,0,0,0,0,16,36,Kings,041402
Census Tract 415; Kings County; New York,1638,1270,54,291,23,0,0,0,0,0,36,Kings,041500
Census Tract 416; Kings County; New York,720,570,5,44,96,5,0,0,0,0,36,Kings,041600
Census Tract 417; Kings County; New York,1376,828,18,283,51,0,0,0,0,196,36,Kings,041700
Census Tract 418; Kings County; New York,862,732,5,5,48,0,0,0,20,52,36,Kings,041800
Census Tract 419; Kings County; New York,1229,771,0,334,34,0,0,0,39,51,36,Kings,041900
Census Tract 420; Kings County; New York,457,416,9,0,32,0,0,0,0,0,36,Kings,042000
Census Tract 421; Kings County; New York,1788,1221,35,513,19,0,0,0,0,0,36,Kings,042100
Census Tract 422; Kings County; New York,1020,775,0,116,76,0,0,0,10,43,36,Kings,042200
Census Tract 423; Kings County; New York,1511,873,85,452,14,0,0,0,0,87,36,Kings,042300
Census Tract 424; Kings County; New York,1266,1033,58,81,38,0,0,0,25,31,36,Kings,042400
Census Tract 425; Kings County; New York,1074,484,14,396,127,0,0,0,0,53,36,Kings,042500
Census Tract 426; Kings County; New York,1512,1207,32,53,180,0,0,0,40,0,36,Kings,042600
Census Tract 427; Kings County; New York,1817,1188,17,489,77,0,0,0,14,32,36,Kings,042700
Census Tract 428; Kings County; New York,1376,1116,18,20,187,0,0,0,28,7,36,Kings,042800
Census Tract 429; Kings County; New York,1966,1655,0,269,0,0,0,0,42,0,36,Kings,042900
Census Tract 430; Kings County; New York,1387,925,26,140,185,0,0,0,9,102,36,Kings,043000
Census Tract 431; Kings County; New York,1747,1190,65,382,110,0,0,0,0,0,36,Kings,043100
Census Tract 432; Kings County; New York,1422,1057,6,76,254,0,0,0,9,20,36,Kings,043200
Census Tract 433; Kings County; New York,1299,888,0,336,36,0,0,0,7,32,36,Kings,043300
Census Tract 434; Kings County; New York,1278,975,13,74,173,0,0,0,6,37,36,Kings,043400
Census Tract 435; Kings County; New York,1764,1232,40,338,154,0,0,0,0,0,36,Kings,043500
Census Tract 436; Kings County; New York,1863,1295,102,251,206,0,0,0,8,1,36,Kings,043600
Census Tract 437; Kings County; New York,1983,1315,244,320,104,0,0,0,0,0,36,Kings,043700
Census Tract 438; Kings County; New York,864,476,21,124,170,0,0,0,11,62,36,Kings,043800
Census Tract 439; Kings County; New York,1083,766,18,190,49,0,0,0,14,46,36,Kings,043900
Census Tract 440; Kings County; New York,809,600,103,13,74,0,0,0,19,0,36,Kings,044000
Census Tract 441; Kings County; New York,1894,1301,41,401,116,0,0,0,8,27,36,Kings,044100
Census Tract 442; Kings County; New York,852,676,0,18,107,0,0,0,23,28,36,Kings,044200
Census Tract 443; Kings County; New York,1939,1539,65,222,92,0,0,0,0,21,36,Kings,044300
Census Tract 444; Kings County; New York,1064,790,73,88,61,0,0,0,28,24,36,Kings,044400
Census Tract 445; Kings County; New York,1641,1356,44,128,55,0,0,0,0,58,36,Kings,044500
Census Tract 446; Kings County; New York,607,465,87,39,7,0,0,0,0,9,36,Kings,044600
Census Tract 447; Kings County; New York,949,762,17,84,66,0,0,0,12,8,36,Kings,044700
Census Tract 448; Kings County; New York,745,666,20,0,36,0,0,0,16,7,36,Kings,044800
Census Tract 449.01; Kings County; New York,1017,715,34,131,92,0,0,0,15,30,36,Kings,044901
Census Tract 449.02; Kings County; New York,0,0,0,0,0,0,0,0,0,0,36,Kings,044902
Census Tract 450; Kings County; New York,235,193,16,0,5,0,0,0,4,17,36,Kings,045000
Census Tract 452; Kings County; New York,868,650,28,59,106,0,0,0,17,8,36,Kings,045200
Census Tract 453; Kings County; New York,673,512,19,84,41,0,0,0,0,17,36,Kings,045300
Census Tract 454; Kings County; New York,504,427,0,51,6,0,0,0,20,0,36,Kings,045400
Census Tract 456; Kings County; New York,789,446,37,169,100,0,0,0,5,32,36,Kings,045600
Census Tract 458; Kings County; New York,411,305,6,28,28,0,0,0,28,16,36,Kings,045800
Census Tract 460; Kings County; New York,1228,1024,6,66,80,0,0,0,17,35,36,Kings,046000
Census Tract 462.01; Kings County; New York,1063,853,29,120,54,0,0,0,0,7,36,Kings,046201
Census Tract 462.02; Kings County; New York,480,352,49,43,25,0,0,0,3,8,36,Kings,046202
Census Tract 464; Kings County; New York,623,575,0,19,18,0,0,0,0,11,36,Kings,046400
Census Tract 468; Kings County; New York,566,499,0,34,21,0,0,0,0,12,36,Kings,046800
Census Tract 470; Kings County; New York,611,595,0,11,5,0,0,0,0,0,36,Kings,047000
Census Tract 472; Kings County; New York,677,652,6,7,12,0,0,0,0,0,36,Kings,047200
Census Tract 474; Kings County; New York,753,698,27,11,3,0,0,0,7,7,36,Kings,047400
Census Tract 476; Kings County; New York,919,909,0,0,10,0,0,0,0,0,36,Kings,047600
Census Tract 477; Kings County; New York,1873,1220,54,572,14,0,0,13,0,0,36,Kings,047700
Census Tract 478; Kings County; New York,1150,863,65,91,131,0,0,0,0,0,36,Kings,047800
Census Tract 480; Kings County; New York,983,652,52,75,152,0,0,0,14,38,36,Kings,048000
Census Tract 481; Kings County; New York,1323,759,40,422,74,0,0,0,4,24,36,Kings,048100
Census Tract 482; Kings County; New York,2152,1058,36,521,397,0,0,0,63,77,36,Kings,048200
Census Tract 484; Kings County; New York,1569,931,32,140,364,0,0,0,11,91,36,Kings,048400
Census Tract 485; Kings County; New York,1000,688,7,238,59,0,0,0,0,8,36,Kings,048500
Census Tract 486; Kings County; New York,792,574,63,74,81,0,0,0,0,0,36,Kings,048600
Census Tract 488; Kings County; New York,1643,1126,94,146,225,0,0,0,0,52,36,Kings,048800
Census Tract 489; Kings County; New York,1494,964,0,250,181,0,0,0,5,94,36,Kings,048900
Census Tract 490; Kings County; New York,2161,1548,46,113,230,0,0,0,130,94,36,Kings,049000
Census Tract 491; Kings County; New York,2663,1858,125,404,124,0,0,0,0,152,36,Kings,049100
Census Tract 492; Kings County; New York,1260,904,0,58,189,0,0,0,0,109,36,Kings,049200
Census Tract 493.01; Kings County; New York,956,498,48,147,60,0,0,0,9,194,36,Kings,049301
Census Tract 493.02; Kings County; New York,2415,1583,20,592,91,0,0,0,42,87,36,Kings,049302
Census Tract 494; Kings County; New York,2252,1571,5,93,436,0,0,0,111,36,36,Kings,049400
Census Tract 495; Kings County; New York,1461,872,10,418,154,0,0,0,7,0,36,Kings,049500
Census Tract 496; Kings County; New York,1311,970,102,43,95,0,0,0,31,70,36,Kings,049600
Census Tract 497; Kings County; New York,1658,1184,0,328,128,0,0,0,12,6,36,Kings,049700
Census Tract 498; Kings County; New York,1609,1134,269,100,80,0,0,0,21,5,36,Kings,049800
Census Tract 499; Kings County; New York,995,713,17,153,57,0,0,20,19,16,36,Kings,049900
Census Tract 500.01; Kings County; New York,947,532,28,97,275,0,0,5,6,4,36,Kings,050001
Census Tract 500.02; Kings County; New York,681,436,21,108,106,0,0,0,0,10,36,Kings,050002
Census Tract 501; Kings County; New York,1509,1134,21,237,11,0,0,0,27,79,36,Kings,050100
Census Tract 502.02; Kings County; New York,1114,802,48,27,182,23,0,0,8,24,36,Kings,050202
Census Tract 503; Kings County; New York,1425,1070,9,169,177,0,0,0,0,0,36,Kings,050300
Census Tract 504.01; Kings County; New York,1215,692,0,283,99,0,0,0,54,87,36,Kings,050401
Census Tract 504.02; Kings County; New York,953,401,9,295,188,0,0,0,48,12,36,Kings,050402
Census Tract 505; Kings County; New York,2057,737,38,743,38,0,0,0,325,176,36,Kings,050500
Census Tract 506; Kings County; New York,2079,1437,116,211,226,0,0,10,14,65,36,Kings,050600
Census Tract 507; Kings County; New York,785,582,0,145,23,0,0,0,0,35,36,Kings,050700
Census Tract 508.01; Kings County; New York,1465,1132,0,224,58,0,0,0,0,51,36,Kings,050801
Census Tract 508.03; Kings County; New York,1124,934,4,40,146,0,0,0,0,0,36,Kings,050803
Census Tract 508.04; Kings County; New York,2737,2302,0,159,144,0,0,0,111,21,36,Kings,050804
Census Tract 509; Kings County; New York,1031,608,0,423,0,0,0,0,0,0,36,Kings,050900
Census Tract 510.01; Kings County; New York,1626,1366,30,67,120,0,0,0,14,29,36,Kings,051001
Census Tract 510.02; Kings County; New York,1725,1182,10,217,259,0,0,0,11,46,36,Kings,051002
Census Tract 511; Kings County; New York,1949,1196,26,537,125,0,0,11,24,30,36,Kings,051100
Census Tract 512; Kings County; New York,2317,1978,77,94,73,0,0,0,65,30,36,Kings,051200
Census Tract 513; Kings County; New York,2645,1177,69,1073,263,0,0,0,41,22,36,Kings,051300
Census Tract 514; Kings County; New York,2570,2009,33,188,254,0,0,0,21,65,36,Kings,051400
Census Tract 515; Kings County; New York,1258,612,42,522,43,0,0,12,0,27,36,Kings,051500
Census Tract 516.01; Kings County; New York,1973,1596,59,126,119,0,0,0,39,34,36,Kings,051601
Census Tract 516.02; Kings County; New York,1455,1350,10,35,60,0,0,0,0,0,36,Kings,051602
Census Tract 517; Kings County; New York,1371,529,39,635,118,0,0,0,24,26,36,Kings,051700
Census Tract 518; Kings County; New York,1602,1210,29,125,238,0,0,0,0,0,36,Kings,051800
Census Tract 519; Kings County; New York,3283,2006,69,1047,84,0,0,0,0,77,36,Kings,051900
Census Tract 520; Kings County; New York,1311,990,53,125,129,0,0,0,10,4,36,Kings,052000
Census Tract 523; Kings County; New York,2348,1487,116,457,251,0,0,0,18,19,36,Kings,052300
Census Tract 525; Kings County; New York,1346,862,31,242,211,0,0,0,0,0,36,Kings,052500
Census Tract 526; Kings County; New York,1809,1207,76,233,229,0,0,0,42,22,36,Kings,052600
Census Tract 527; Kings County; New York,2360,1588,163,515,26,0,0,0,68,0,36,Kings,052700
Census Tract 528; Kings County; New York,693,461,48,32,137,0,0,0,8,7,36,Kings,052800
Census Tract 529; Kings County; New York,932,631,63,180,43,0,0,0,0,15,36,Kings,052900
Census Tract 530; Kings County; New York,1196,790,9,77,268,0,0,0,8,44,36,Kings,053000
Census Tract 531.01; Kings County; New York,588,496,0,60,32,0,0,0,0,0,36,Kings,053101
Census Tract 531.02; Kings County; New York,1156,852,16,231,0,0,0,0,0,57,36,Kings,053102
Census Tract 532; Kings County; New York,878,644,3,36,106,0,5,26,23,35,36,Kings,053200
Census Tract 533; Kings County; New York,1586,1391,0,39,27,17,0,0,28,84,36,Kings,053300
Census Tract 534; Kings County; New York,1353,1017,56,181,86,0,0,0,13,0,36,Kings,053400
Census Tract 535; Kings County; New York,1007,795,0,56,137,0,0,0,0,19,36,Kings,053500
Census Tract 537; Kings County; New York,778,656,0,83,0,0,0,0,0,39,36,Kings,053700
Census Tract 538; Kings County; New York,2381,1563,161,280,265,0,0,0,65,47,36,Kings,053800
Census Tract 539; Kings County; New York,903,613,36,40,154,0,0,0,33,27,36,Kings,053900
Census Tract 542; Kings County; New York,1617,976,25,119,304,0,0,23,145,25,36,Kings,054200
Census Tract 543; Kings County; New York,0,0,0,0,0,0,0,0,0,0,36,Kings,054300
Census Tract 544; Kings County; New York,1318,887,81,58,256,0,0,0,0,36,36,Kings,054400
Census Tract 545; Kings County; New York,2467,1590,530,124,180,0,0,0,0,43,36,Kings,054500
Census Tract 546; Kings County; New York,1932,1275,3,155,335,0,0,0,77,87,36,Kings,054600
Census Tract 547; Kings County; New York,2677,1395,57,1008,121,0,0,0,53,43,36,Kings,054700
Census Tract 548; Kings County; New York,751,624,4,25,98,0,0,0,0,0,36,Kings,054800
Census Tract 549; Kings County; New York,2046,1082,28,880,44,0,0,0,0,12,36,Kings,054900
Census Tract 550; Kings County; New York,1537,1035,22,267,130,0,0,0,53,30,36,Kings,055000
Census Tract 551; Kings County; New York,3100,1458,142,1097,274,0,0,0,98,31,36,Kings,055100
Census Tract 552; Kings County; New York,1416,967,24,187,124,0,0,0,81,33,36,Kings,055200
Census Tract 553; Kings County; New York,1565,881,90,500,46,0,0,0,13,35,36,Kings,055300
